RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"17:35:00"	"2026-07-29"	"Galway"	"Granville Street (IRE)"	"18.00"	"24.25"	"Handicap Hurdle"	"4"	"19"	"Walsh, E"	"Murphy, Ciaran"	"8"	"33"
"17:35:00"	"2026-07-29"	"Galway"	"Therellbguddaysyet (IRE)"	"20.00"	"23"	"Handicap Hurdle"	"5"	"19"	"OConnor, D J"	"OFlynn, Paul"	"10"	"29"
"17:35:00"	"2026-07-29"	"Galway"	"Lord Ffrench (IRE)"	"14.00"	"23.99"	"Handicap Hurdle"	"7"	"19"	"Enright, P T"	"Curling, S"	"6"	"52"
"17:05:00"	"2026-07-29"	"Galway"	"De Jour En Jour (IRE)"	"7.50"	"11.5"	"Maiden Hurdle"	"7"	"20"	"Donoghue, K M"	"OSullivan, Ross"	"6"	"65"
"17:45:00"	"2026-07-28"	"Galway"	"Drop A Threat (IRE)"	"10.00"	"17.69"	"Handicap Chase"	"6"	"20"	"Cleary-Farrell, S"	"Mullins, W P"	"7"	"28"
"17:45:00"	"2026-07-28"	"Galway"	"Mount Shenshan (IRE)"	"25.00"	"57.61"	"Handicap Chase"	"10"	"20"	"Enright, P T"	"Mullins, Thomas"	"8"	"45"
"17:10:00"	"2026-07-28"	"Galway"	"Robbies Rock"	"50.00"	"110"	"Beginners Chase"	"8"	"10"	"Donoghue, K M"	"Cromwell, Gavin Patrick"	"5"	"65"
"17:40:00"	"2026-07-27"	"Galway"	"Bruant"	"18.00"	"24.83"	"Handicap Hurdle"	"10"	"20"	"King, D"	"Martin, A J"	"5"	"35"
"17:42:00"	"2026-07-26"	"Uttoxeter"	"The Secret Pearl (IRE)"	"5.00"	"6.6"	"Handicap Hurdle"	"6"	"8"	"Woods, K K"	"Hales, A M"	"7"	"37"
"17:42:00"	"2026-07-26"	"Uttoxeter"	"Papillondelumiere (IRE)"	"40.00"	"48.52"	"Handicap Hurdle"	"PU"	"8"	"Callwood, Miss Ellie"	"Barlow, J R"	"8"	"47"
"17:12:00"	"2026-07-26"	"Uttoxeter"	"Warners Cross (IRE)"	"5.50"	"7.55"	"Handicap Hurdle"	"1"	"10"	"Reed, Harry"	"Leech, Mrs S"	"9"	"76"
"17:12:00"	"2026-07-26"	"Uttoxeter"	"Crafty Gael (IRE)"	"4.00"	"5.86"	"Handicap Hurdle"	"3"	"10"	"Bowen, Sean P"	"Murphy, Olly"	"7"	"93"
"16:42:00"	"2026-07-26"	"Uttoxeter"	"Belle Le Grand"	"14.00"	"20"	"Handicap Chase"	"7"	"10"	"Durrell, Mr T"	"Skelton, Daniel"	"7"	"45"
"15:12:00"	"2026-07-26"	"Uttoxeter"	"Bright Legend (IRE)"	"3.50"	"4.6"	"Handicap Hurdle"	"5"	"6"	"ONeill, J P"	"Bramley, Faye"	"6"	"89"
"14:12:00"	"2026-07-26"	"Uttoxeter"	"Nicolai"	"80.00"	"200"	"Hurdle"	"PU"	"9"	"OFarrell, C"	"Mulholland, N P"	"3"	"108"
"20:30:00"	"2026-07-24"	"Kilbeggan"	"Big Island (IRE)"	"8.00"	"11"	"Handicap Chase"	"PU"	"14"	"Mullins, D E"	"Lanigan, W J"	"9"	"41"
