RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"16:10:00"	"2026-03-21"	"Newbury"	"Escapeandevade (IRE)"	"2.00"	"3.31"	"Handicap Chase"	"2"	"5"	"Obrien, P V"	"Derham, Harry"	"10"	"49"
"15:00:00"	"2026-03-21"	"Newbury"	"Pismo Beach (IRE)"	"16.00"	"17.5"	"Handicap Novices Hurdle"	"2"	"15"	"Dodd, Murray"	"Edmunds, Stuart"	"6"	"45"
"15:00:00"	"2026-03-21"	"Newbury"	"Trinity Street (IRE)"	"20.00"	"28"	"Handicap Novices Hurdle"	"4"	"15"	"Twiston-Davies, Sam"	"Daly, H D"	"5"	"32"
"15:00:00"	"2026-03-21"	"Newbury"	"Getawhisky"	"4.50"	"6.8"	"Handicap Novices Hurdle"	"5"	"15"	"Skelton, Harry"	"Skelton, Daniel"	"6"	"32"
"15:00:00"	"2026-03-21"	"Newbury"	"Watamu"	"6.00"	"7.8"	"Handicap Novices Hurdle"	"PU"	"15"	"Cobden, Harry"	"Lavelle, Miss E C"	"5"	"32"
"14:25:00"	"2026-03-21"	"Newbury"	"Scarface (IRE)"	"11.00"	"15"	"Handicap Chase"	"3"	"7"	"Gingell, Mr Frederick"	"Tizzard, Joe"	"9"	"47"
"13:50:00"	"2026-03-21"	"Newbury"	"Storming George (IRE)"	"3.33"	"4.62"	"Handicap Novices Hurdle"	"1"	"9"	"Quinlan, Jack"	"King, N B"	"6"	"28"
"13:50:00"	"2026-03-21"	"Newbury"	"Doctors Hill"	"6.00"	"8.2"	"Handicap Novices Hurdle"	"6"	"9"	"Houlihan, Sean M"	"Hobbs, P J / White, J"	"6"	"28"
"13:50:00"	"2026-03-21"	"Newbury"	"The Boss Bear (IRE)"	"20.00"	"32"	"Handicap Novices Hurdle"	"8"	"9"	"Cannon, Tom J"	"Moore, Gary and Josh"	"6"	"27"
"13:50:00"	"2026-03-21"	"Newbury"	"Fresh Perspective"	"8.00"	"11.5"	"Handicap Novices Hurdle"	"9"	"9"	"Burke, Jonathan"	"Snowden, Jamie"	"6"	"44"
"13:15:00"	"2026-03-21"	"Newbury"	"Kocktail Bleu (FR)"	"1.00"	"2"	"Novices Hurdle"	"1"	"8"	"Gordon, Mr Fred"	"Gordon, C"	"6"	"28"
"16:42:00"	"2026-03-20"	"Newbury"	"Kosasiempre (FR)"	"12.00"	"19"	"Handicap Hurdle"	"1"	"14"	"Hammond, Charlie"	"Edmunds, Stuart"	"8"	"31"
"16:42:00"	"2026-03-20"	"Newbury"	"Name Me Nicely (IRE)"	"10.00"	"14.16"	"Handicap Hurdle"	"2"	"14"	"Bellamy, Tom"	"Bailey, K C"	"6"	"30"
"16:42:00"	"2026-03-20"	"Newbury"	"Douglas Hyde (IRE)"	"8.00"	"12"	"Handicap Hurdle"	"8"	"14"	"Bowen, Sean P"	"Curtis, Miss Rebecca"	"6"	"37"
"16:42:00"	"2026-03-20"	"Newbury"	"High Treason"	"12.00"	"18.72"	"Handicap Hurdle"	"11"	"14"	"Twiston-Davies, Sam"	"Twiston-Davies, N A"	"7"	"34"
"16:07:00"	"2026-03-20"	"Newbury"	"Sheldon (IRE)"	"11.00"	"15"	"Handicap Chase"	"2"	"11"	"Pritchard, Mr Callum"	"Mullins, J W"	"10"	"31"
"16:07:00"	"2026-03-20"	"Newbury"	"Another Fine Mess (IRE)"	"9.00"	"13.5"	"Handicap Chase"	"PU"	"11"	"Carver, Bryan"	"Scott, J"	"7"	"27"
"16:07:00"	"2026-03-20"	"Newbury"	"Dunstall Rambler (IRE)"	"28.00"	"46"	"Handicap Chase"	"PU"	"11"	"Bellamy, Tom"	"George, T R"	"8"	"46"
"15:32:00"	"2026-03-20"	"Newbury"	"Luttrell Lad (IRE)"	"14.00"	"18.39"	"Handicap Hurdle"	"4"	"6"	"Stevens, Miss A"	"Lacey, T"	"10"	"41"
"15:32:00"	"2026-03-20"	"Newbury"	"Botox Has (FR)"	"6.00"	"7.95"	"Handicap Hurdle"	"6"	"6"	"Quinn, Caoilin"	"Moore, Gary and Josh"	"10"	"26"
"14:30:00"	"2026-03-20"	"Newbury"	"El Capitaine (IRE)"	"4.50"	"6.2"	"Handicap Novices Chase"	"1"	"5"	"Jones, Ben R"	"Woollacott, Mrs Kayley"	"8"	"52"
"14:30:00"	"2026-03-20"	"Newbury"	"Fresh Kicks (IRE)"	"2.75"	"3.97"	"Handicap Novices Chase"	"4"	"5"	"Bowen, James C"	"Henderson, N J"	"6"	"30"
"16:23:00"	"2026-02-28"	"Newbury"	"Kilwaughter (IRE)"	"3.00"	"4.5"	"Handicap Hurdle"	"1"	"9"	"Stenhouse, Mr Jack"	"Hobbs, P J / White, J"	"6"	"42"
"16:23:00"	"2026-02-28"	"Newbury"	"Goodwin (IRE)"	"9.00"	"12"	"Handicap Hurdle"	"4"	"9"	"Gordon, Mr Fred"	"Gordon, C"	"8"	"49"
"15:45:00"	"2026-02-28"	"Newbury"	"Triple Trade"	"18.00"	"26.11"	"Handicap Chase"	"4"	"11"	"Powell, Brendan"	"Tizzard, Joe"	"10"	"35"
"15:45:00"	"2026-02-28"	"Newbury"	"Glengouly (FR)"	"22.00"	"32"	"Handicap Chase"	"PU"	"11"	"Quinn, Caoilin"	"Bramley, Faye"	"10"	"58"
"15:45:00"	"2026-02-28"	"Newbury"	"Pleasington (IRE)"	"6.50"	"9.81"	"Handicap Chase"	"PU"	"11"	"Deutsch, Charlie"	"Murphy, Olly"	"8"	"37"
"15:15:00"	"2026-02-28"	"Newbury"	"Gabbys Cross (IRE)"	"6.00"	"7.8"	"Handicap Chase"	"2"	"9"	"Keighley, Mr Freddie"	"Scholfield, Nick"	"11"	"28"
"14:40:00"	"2026-02-28"	"Newbury"	"Noble Park (IRE)"	"3.00"	"3.99"	"Handicap Novices Chase"	"1"	"8"	"Boinville, Nico"	"Henderson, N J"	"7"	"35"
"14:40:00"	"2026-02-28"	"Newbury"	"Scorsese (IRE)"	"4.00"	"5.7"	"Handicap Novices Chase"	"3"	"8"	"Atkins, Mr Harry"	"Mulholland, N P"	"8"	"35"
"14:40:00"	"2026-02-28"	"Newbury"	"Southoftheborder (IRE)"	"6.00"	"8.71"	"Handicap Novices Chase"	"5"	"8"	"Powell, Brendan"	"Knight, Miss H C"	"8"	"42"
"14:10:00"	"2026-02-28"	"Newbury"	"Rubber Ball"	"1.38"	"2.38"	"Handicap Hurdle"	"1"	"7"	"Quinlan, Jack"	"King, N B"	"6"	"44"
"16:08:00"	"2026-02-27"	"Newbury"	"Kotmask (FR)"	"7.50"	"9.38"	"Handicap Chase"	"2"	"4"	"Quinn, Caoilin"	"Moore, Gary and Josh"	"8"	"27"
"15:00:00"	"2026-02-27"	"Newbury"	"Miami Magic (IRE)"	"0.73"	"1.84"	"Novices Chase"	"1"	"5"	"Hammond, Charlie"	"Edmunds, Stuart"	"7"	"27"
"14:00:00"	"2026-02-27"	"Newbury"	"Couldntmakeitup (IRE)"	"16.00"	"22.2"	"Handicap Hurdle"	"12"	"13"	"Brouder, Gavin"	"Nash, J A"	"6"	"46"
"16:30:00"	"2026-02-17"	"Newbury"	"Balboa"	"10.00"	"13"	"Handicap Hurdle"	"3"	"12"	"Pritchard, Mr Callum"	"Mullins, J W"	"6"	"49"
"15:55:00"	"2026-02-17"	"Newbury"	"Jupiter Des Bordes (FR)"	"8.00"	"10.5"	"Handicap Chase"	"5"	"8"	"Maggs, Mr Charlie"	"Hobson, Richard"	"7"	"30"
"15:55:00"	"2026-02-17"	"Newbury"	"Happy And Fine (FR)"	"16.00"	"26.37"	"Handicap Chase"	"PU"	"8"	"Woods, K K"	"Hales, A M"	"9"	"28"
"15:55:00"	"2026-02-07"	"Newbury"	"Tune In A Box (IRE)"	"14.00"	"19.51"	"Handicap Novices Chase"	"3"	"10"	"Sheppard, Stan"	"Lacey, T"	"7"	"38"
"14:45:00"	"2026-02-07"	"Newbury"	"Saint Segal (FR)"	"6.00"	"8.4"	"Chase"	"2"	"6"	"Gethings, Ciaran"	"Williams, Mrs Jane"	"8"	"42"
"13:35:00"	"2026-02-07"	"Newbury"	"A Pai De Nom"	"1.38"	"2.58"	"Handicap Hurdle"	"1"	"9"	"Skelton, Harry"	"Skelton, Daniel"	"6"	"28"
"14:40:00"	"2026-01-14"	"Newbury"	"Faded Fantasy (IRE)"	"50.00"	"110"	"Handicap Hurdle"	"7"	"17"	"Murphy-knight, Mr J J"	"Williams, Christian"	"7"	"35"
"14:40:00"	"2026-01-14"	"Newbury"	"Twist Of Fatecatch (FR)"	"10.00"	"15.5"	"Handicap Hurdle"	"11"	"17"	"OFarrell, C"	"Mulholland, N P"	"6"	"44"
"14:05:00"	"2026-01-14"	"Newbury"	"Mahler Moon (IRE)"	"9.00"	"10.35"	"Handicap Chase"	"PU"	"11"	"Burke, Jonathan"	"OBrien, Fergal"	"8"	"35"
"14:55:00"	"2025-11-29"	"Newbury"	"Moon Dorange (FR)"	"28.00"	"70"	"Handicap Chase"	"15"	"24"	"Harvey, A"	"McConnell, John C"	"7"	"35"
"13:40:00"	"2025-11-29"	"Newbury"	"Torquay Road (IRE)"	"66.00"	"162.14"	"Handicap Hurdle"	"4"	"15"	"Gainford, Mr J C"	"Collins, C M"	"6"	"36"
"12:30:00"	"2025-11-29"	"Newbury"	"Solly Attwell (IRE)"	"40.00"	"78.35"	"Handicap Chase"	"5"	"12"	"Gainford, Mr J C"	"Collins, C M"	"7"	"36"
"13:50:00"	"2025-11-28"	"Newbury"	"King Of Kingsfield (IRE)"	"18.00"	"27"	"Novices Chase"	"6"	"6"	"Gilligan, D J"	"Elliott, Gordon"	"7"	"35"
"15:15:00"	"2025-03-22"	"Newbury"	"Siog Geal (IRE)"	"2.50"	"3.45"	"Handicap Novices Hurdle"	"1"	"15"	"Burke, Jonathan"	"OBrien, Fergal"	"6"	"32"
"15:15:00"	"2025-03-22"	"Newbury"	"Pismo Beach (IRE)"	"14.00"	"22.91"	"Handicap Novices Hurdle"	"3"	"15"	"Hammond, Charlie"	"Edmunds, Stuart"	"5"	"30"
"15:15:00"	"2025-03-22"	"Newbury"	"Come On Nia"	"20.00"	"23.6"	"Handicap Novices Hurdle"	"5"	"15"	"Tidball, Jay"	"Martin, Andrew J"	"6"	"44"
"15:15:00"	"2025-03-22"	"Newbury"	"Bettys Tiara"	"14.00"	"25.32"	"Handicap Novices Hurdle"	"10"	"15"	"Jones, Ben R"	"Pauling, Ben"	"7"	"30"
"15:15:00"	"2025-03-22"	"Newbury"	"Either Way (IRE)"	"40.00"	"65"	"Handicap Novices Hurdle"	"12"	"15"	"Wedge, Adam"	"Henderson, N J"	"6"	"37"
"14:40:00"	"2025-03-22"	"Newbury"	"Bhaloo (IRE)"	"8.00"	"9.6"	"Handicap Chase"	"1"	"9"	"Boinville, Nico"	"Henderson, N J"	"7"	"28"
"14:05:00"	"2025-03-22"	"Newbury"	"Kalium (FR)"	"8.00"	"9.76"	"Handicap Novices Hurdle"	"1"	"9"	"Johns, Alan"	"Vaughan, Tim"	"5"	"47"
"16:37:00"	"2025-03-21"	"Newbury"	"Mahler Moon (IRE)"	"6.00"	"8.86"	"Handicap Hurdle"	"1"	"14"	"Burke, Jonathan"	"OBrien, Fergal"	"7"	"31"
"16:37:00"	"2025-03-21"	"Newbury"	"Jatiluwih (FR)"	"18.00"	"27"	"Handicap Hurdle"	"3"	"14"	"Maxwell, David"	"Hobbs, P J / White, J"	"11"	"34"
"16:37:00"	"2025-03-21"	"Newbury"	"Glimpse Of Gala"	"40.00"	"55"	"Handicap Hurdle"	"8"	"14"	"Gale, Miss Elizabeth"	"Longsdon, C E"	"9"	"40"
"16:37:00"	"2025-03-21"	"Newbury"	"Super Sabre Sam"	"4.00"	"5.58"	"Handicap Hurdle"	"9"	"14"	"Powell, Brendan"	"Mulholland, N P"	"6"	"30"
"16:37:00"	"2025-03-21"	"Newbury"	"Im A Starman"	"9.00"	"11.64"	"Handicap Hurdle"	"11"	"14"	"Cobden, Harry"	"Rimell, M G"	"12"	"40"
"16:02:00"	"2025-03-21"	"Newbury"	"Thor De Cerisy (FR)"	"22.00"	"32.81"	"Handicap Chase"	"5"	"6"	"McLernon, R P"	"Mulholland, N P"	"11"	"38"
"16:02:00"	"2025-03-21"	"Newbury"	"Stormy Flight (IRE)"	"5.50"	"7.8"	"Handicap Chase"	"6"	"6"	"Bament, Mr Chad"	"Scott, J"	"11"	"45"
"15:30:00"	"2025-03-21"	"Newbury"	"Gold In The Rivers (IRE)"	"14.00"	"18.94"	"Handicap Hurdle"	"4"	"6"	"Bellamy, Tom"	"Pipe, D E"	"6"	"27"
"15:30:00"	"2025-03-21"	"Newbury"	"Hititi (FR)"	"6.50"	"9.25"	"Handicap Hurdle"	"5"	"6"	"Kimber, Harry"	"Walford, Robert"	"8"	"40"
"14:30:00"	"2025-03-21"	"Newbury"	"Ilovethenightlife"	"7.50"	"10.35"	"Handicap Novices Chase"	"4"	"7"	"Powell, Brendan"	"Tizzard, Joe"	"7"	"28"
"14:30:00"	"2025-03-21"	"Newbury"	"Idefix De Ciergues (FR)"	"9.00"	"13.73"	"Handicap Novices Chase"	"6"	"7"	"Obrien, P V"	"Curtis, Miss Rebecca"	"7"	"48"
"14:30:00"	"2025-03-21"	"Newbury"	"Genois (FR)"	"40.00"	"66.56"	"Handicap Novices Chase"	"7"	"7"	"McLernon, R P"	"ONeill, Jonjo and AJ"	"9"	"27"
"16:15:00"	"2025-03-01"	"Newbury"	"Fine Casting (IRE)"	"14.00"	"18"	"Handicap Hurdle"	"4"	"11"	"Pritchard, Mr Callum"	"Pauling, Ben"	"9"	"44"
"16:15:00"	"2025-03-01"	"Newbury"	"Lemoncello (FR)"	"22.00"	"28.99"	"Handicap Hurdle"	"10"	"11"	"Deutsch, Charlie"	"Williams, Miss Venetia"	"6"	"45"
"15:45:00"	"2025-03-01"	"Newbury"	"Booster Bob (IRE)"	"16.00"	"20"	"Handicap Chase"	"1"	"14"	"Bowen, Sean P"	"Murphy, Olly"	"7"	"32"
"15:45:00"	"2025-03-01"	"Newbury"	"Saint Segal (FR)"	"10.00"	"12.5"	"Handicap Chase"	"3"	"14"	"Noonan, David G"	"Williams, Mrs Jane"	"7"	"28"
"15:45:00"	"2025-03-01"	"Newbury"	"Beau Balko (FR)"	"10.00"	"12.84"	"Handicap Chase"	"4"	"14"	"Bromley, Ben"	"Nicholls, P F"	"7"	"59"
"15:45:00"	"2025-03-01"	"Newbury"	"Scarface (IRE)"	"10.00"	"15.25"	"Handicap Chase"	"10"	"14"	"Powell, Brendan"	"Tizzard, Joe"	"8"	"42"
"15:45:00"	"2025-03-01"	"Newbury"	"Kotmask (FR)"	"16.00"	"27"	"Handicap Chase"	"11"	"14"	"Quinn, Caoilin"	"Moore, Gary and Josh"	"7"	"42"
"13:55:00"	"2025-03-01"	"Newbury"	"Authentic Legacy"	"2.25"	"3.56"	"Handicap Novices Hurdle"	"1"	"6"	"Quinn, Caoilin"	"Moore, Gary and Josh"	"5"	"36"
"13:20:00"	"2025-03-01"	"Newbury"	"Good Boy Bobby (IRE)"	"7.00"	"9.4"	"Handicap Chase"	"3"	"8"	"Brace, Mr J"	"Twiston-Davies, N A"	"12"	"30"
"15:23:00"	"2025-02-28"	"Newbury"	"Bashers Reflection"	"1.50"	"2.65"	"Handicap Novices Chase"	"2"	"4"	"Quinlan, Jack"	"Case, B I"	"8"	"27"
