RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"20:09:00"	"2026-06-30"	"Ffos Las"	"Runamara (IRE)"	"11.00"	"16.5"	"Handicap"	"5"	"7"	"Fisher, Taylor"	"Flint, J L"	"3"	"15"
"19:39:00"	"2026-06-30"	"Ffos Las"	"Sofian (IRE)"	"12.00"	"16"	"Handicap"	"6"	"8"	"Mangan, Gina"	"Evans, Mrs N S"	"4"	"105"
"19:09:00"	"2026-06-30"	"Ffos Las"	"Angels Call (IRE)"	"4.50"	"6.55"	"Non-Handicap"	"1"	"8"	"ONeill, K T"	"Evans, Mrs N S"	"5"	"7"
"19:00:00"	"2026-06-30"	"Roscommon"	"Dont Get Me Wrong (IRE)"	"33.00"	"60"	"Handicap"	"7"	"10"	"Cleary, Jack"	"Bunyan, Darren / OLeary, G"	"3"	"50"
"19:00:00"	"2026-06-30"	"Roscommon"	"Second Line (IRE)"	"22.00"	"26.91"	"Handicap"	"9"	"10"	"Kennedy, K G"	"Harrington, Mrs John"	"3"	"11"
"19:00:00"	"2026-06-30"	"Roscommon"	"Adel (GER)"	"4.50"	"6.43"	"Handicap"	"10"	"10"	"Powell, J A"	"OCallaghan, M D"	"3"	"43"
"18:30:00"	"2026-06-30"	"Roscommon"	"Blue Anthem"	"3.33"	"5.8"	"Handicap"	"8"	"15"	"Foley, Shane"	"Bunyan, Darren / OLeary, G"	"4"	"43"
"18:30:00"	"2026-06-30"	"Roscommon"	"Alandownunder (IRE)"	"22.00"	"34.94"	"Handicap"	"9"	"15"	"Harnett, P A"	"Cotter, Kieran P"	"3"	"33"
"17:15:00"	"2026-06-30"	"Brighton"	"Credit Forgedd It (IRE)"	"28.00"	"42"	"Handicap"	"4"	"6"	"Bradley, Paddy"	"Dow, S"	"3"	"155"
"16:43:00"	"2026-06-30"	"Brighton"	"Henry Tudor"	"50.00"	"78.26"	"Handicap"	"8"	"11"	"Lewis, Ashley"	"Hoad, M R"	"4"	"32"
"16:43:00"	"2026-06-30"	"Brighton"	"Almavillalobas"	"150.00"	"479.14"	"Handicap"	"11"	"11"	"Hogan, D E"	"Best, Jim/Suzi"	"6"	"32"
"16:37:00"	"2026-06-30"	"Salisbury"	"Pearl River"	"1.20"	"2.26"	"Handicap"	"2"	"3"	"Leavy, Mr Joe"	"Hannon (Jnr), Richard"	"3"	"38"
"15:37:00"	"2026-06-30"	"Salisbury"	"Addison Grey"	"0.83"	"2.03"	"Handicap"	"3"	"7"	"Probert, David"	"Cox, C G"	"4"	"45"
"14:37:00"	"2026-06-30"	"Salisbury"	"Silver Wraith"	"2.25"	"3.69"	"Handicap"	"5"	"6"	"Probert, David"	"Lavelle, Miss E C"	"4"	"18"
"21:00:00"	"2026-06-29"	"Windsor"	"Robert Anstruther"	"12.00"	"16.4"	"Handicap"	"3"	"9"	"Currie, Nicola"	"Candy, H"	"3"	"17"
