RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"16:35:00"	"2026-07-25"	"Newcastle"	"Miners Gamble (IRE)"	"7.50"	"9"	"Handicap"	"5"	"12"	"Robinson, Ben"	"Ellison, B"	"5"	"29"
"16:30:00"	"2026-07-22"	"Worcester"	"Blue Universe (IRE)"	"20.00"	"36.24"	"Handicap Hurdle"	"PU"	"13"	"Hanlon, Mr P"	"Attwater, M J"	"6"	"89"
"17:40:00"	"2026-07-13"	"Lingfield"	"Naasma (IRE)"	"16.00"	"25"	"Handicap"	"6"	"9"	"Bradley, Paddy"	"Phelan, P M"	"7"	"25"
"14:57:00"	"2026-07-11"	"Navan"	"Dubai Opulence (IRE)"	"40.00"	"39.49"	"Handicap"	"4"	"15"	"Leonard, Killian"	"Lupini, Miss Natalia"	"3"	"29"
"16:15:00"	"2026-07-08"	"Yarmouth"	"Charlatan (IRE)"	"12.00"	"17.64"	"Handicap"	"2"	"6"	"Muscutt, D"	"Simcock, D M"	"6"	"41"
"20:52:00"	"2026-07-06"	"Ripon"	"Soul Warrior (IRE)"	"6.00"	"7.2"	"Handicap"	"3"	"9"	"Jary, Alex"	"Tinkler, N"	"3"	"22"
"17:48:00"	"2026-07-06"	"Roscommon"	"Cocofred (IRE)"	"6.00"	"9.37"	"Maiden Hurdle"	"1"	"15"	"OKeeffe, Darragh"	"Bromhead, Henry De"	"5"	"37"
"17:52:00"	"2026-07-02"	"Limerick"	"Freddies Back (IRE)"	"3.00"	"5.36"	"Maiden Hurdle"	"7"	"18"	"Noonan, G B"	"McNamara, E"	"7"	"102"
"15:51:00"	"2026-05-30"	"Listowel"	"Loughrask Jet (IRE)"	"16.00"	"22.84"	"Handicap Hurdle"	"7"	"18"	"Slevin, J J"	"McMahon, Brian M"	"5"	"36"
"17:50:00"	"2026-05-28"	"Limerick"	"Sekifi (IRE)"	"8.00"	"14.2"	"Handicap Hurdle"	"15"	"18"	"King, D"	"Smith, Matthew J"	"8"	"40"
"20:00:00"	"2026-05-26"	"Ballinrobe"	"Charlies Dilemma (IRE)"	"28.00"	"38"	"Handicap Hurdle"	"8"	"15"	"Harvey, A"	"McConnell, John C"	"7"	"37"
"19:48:00"	"2026-05-26"	"Dundalk"	"Folk Warrior (IRE)"	"25.00"	"23.54"	"Handicap"	"5"	"13"	"Heffernan, J A"	"Nash, J A"	"4"	"56"
"14:13:00"	"2026-05-25"	"Cartmel"	"Shinealight (IRE)"	"8.00"	"11"	"Handicap Hurdle"	"4"	"11"	"Macey, Benjamin"	"Dawson, John"	"5"	"23"
"16:28:00"	"2026-05-22"	"Bath"	"Guernsey Lady (IRE)"	"6.00"	"8.66"	"Handicap"	"3"	"9"	"Probert, David"	"Evans, P D"	"3"	"142"
"18:50:00"	"2026-05-20"	"Gowran Park"	"Mythical Rock (IRE)"	"5.00"	"8.6"	"Handicap"	"6"	"16"	"Harnett, P A"	"Byrnes, C"	"5"	"25"
"20:12:00"	"2026-05-19"	"Cork"	"Lady Luck (IRE)"	"20.00"	"29.36"	"Handicap"	"6"	"13"	"Leonard, Killian"	"Sweeney, Rodger"	"4"	"26"
"16:10:00"	"2026-05-19"	"Lingfield"	"Blueaway (IRE)"	"40.00"	"80"	"Handicap"	"12"	"12"	"Morris, Luke"	"Crawley, Matt"	"3"	"21"
"14:40:00"	"2026-05-16"	"Wexford"	"Any Chance (IRE)"	"9.00"	"15.82"	"Handicap Hurdle"	"6"	"13"	"Mullins, D E"	"Hughes, Cian"	"7"	"46"
"14:05:00"	"2026-05-16"	"Wexford"	"Crystal Gold (IRE)"	"8.50"	"12.5"	"Handicap Hurdle"	"7"	"14"	"Williamson, Mr J H"	"Kenny, James"	"5"	"41"
"17:20:00"	"2026-05-15"	"Kilbeggan"	"Long Gone (IRE)"	"80.00"	"218.41"	"Handicap Hurdle"	"6"	"14"	"Stone-Walsh, C"	"Kelly, Noel C"	"8"	"171"
"16:45:00"	"2026-05-15"	"Kilbeggan"	"Figero (IRE)"	"20.00"	"28.79"	"Maiden Hurdle"	"1"	"14"	"Kenneally, Michael"	"Mullins, Thomas"	"5"	"50"
"19:20:00"	"2026-05-14"	"Clonmel"	"Wings Of Africa (IRE)"	"200.00"	"895.84"	"Maiden Hurdle"	"10"	"18"	"OHanlon, P J"	"Lanigan, W J"	"5"	"39"
"19:20:00"	"2026-05-14"	"Clonmel"	"Arizona Robbins (IRE)"	"200.00"	"938.96"	"Maiden Hurdle"	"16"	"18"	"Donovan, Philip"	"Seymour, E"	"4"	"58"
"19:10:00"	"2026-05-14"	"Fontwell"	"Anothermanicmonday (IRE)"	"20.00"	"25"	"Handicap Hurdle"	"5"	"10"	"Houlihan, Sean M"	"Gardner, Mrs S"	"6"	"27"
"17:50:00"	"2026-05-13"	"Punchestown"	"Red Veil (IRE)"	"40.00"	"160"	"Handicap Hurdle"	"15"	"19"	"Sexton, Mr H E"	"Sexton, Adrian"	"4"	"34"
"17:00:00"	"2026-05-10"	"Cork"	"Three County Star (IRE)"	"11.00"	"14.99"	"Handicap Hurdle"	"13"	"21"	"Harvey, Mr B W"	"Mortell, Brian"	"5"	"34"
"17:35:00"	"2026-05-04"	"Warwick"	"Hello Cello (IRE)"	"8.00"	"12.5"	"Handicap Hurdle"	"3"	"12"	"OShea, Mr C P"	"Fry, Harry"	"7"	"38"
"16:32:00"	"2026-05-03"	"Sligo"	"Metamorpheus (IRE)"	"5.00"	"7.6"	"Handicap"	"1"	"12"	"Orr, J A"	"McNamara, Andrew"	"7"	"35"
"18:35:00"	"2026-05-02"	"Punchestown"	"Solar Falcon (IRE)"	"50.00"	"270"	"Non-Handicap"	"16"	"22"		"ODwyer, Conor"	"5"	"76"
"17:00:00"	"2026-05-02"	"Thirsk"	"Lightning Galaxy (IRE)"	"12.00"	"17"	"Handicap"	"9"	"9"	"Beasley, Connor"	"Dods, M"	"4"	"176"
"16:35:00"	"2026-04-26"	"Wetherby"	"Dark Rosa (IRE)"	"11.00"	"17.13"	"Handicap"	"9"	"12"	"Vigors, Harry"	"Nicholls, Georgina"	"4"	"21"
"16:30:00"	"2026-04-25"	"Leicester"	"Yokkell (IRE)"	"5.50"	"8"	"Handicap"	"3"	"14"	"Marsh, Finley"	"Wintle, A"	"7"	"46"
"15:20:00"	"2026-04-16"	"Limerick"	"Gaoithe Glory (IRE)"	"14.00"	"19.6"	"Handicap Hurdle"	"4"	"14"	"OBrien, P M"	"McNamara, E"	"6"	"110"
"15:30:00"	"2026-04-13"	"Hexham"	"Dr Shirocco (IRE)"	"12.00"	"17"	"Handicap Chase"	"6"	"14"	"OFarrell, C"	"Forster, Miss S E"	"11"	"24"
"16:40:00"	"2026-04-11"	"Chepstow"	"Raindance Queen (IRE)"	"40.00"	"70"	"Handicap Hurdle"	"10"	"13"	"Price, Charlie"	"Best-Turner, W De"	"9"	"28"
"14:07:00"	"2026-04-11"	"Newcastle"	"Diamond Trilogy (IRE)"	"22.00"	"32"	"Handicap Hurdle"	"5"	"12"	"Kavanagh, Peter J"	"Dawson, John"	"7"	"74"
"18:50:00"	"2026-04-10"	"Dundalk"	"Macadams Rock (IRE)"	"10.00"	"15"	"Handicap"	"6"	"12"	"Coen, Ben M"	"McLoughlin, Hilary"	"8"	"72"
"14:42:00"	"2026-03-29"	"Downpatrick"	"Jimlis Cave (IRE)"	"33.00"	"57.17"	"Handicap Hurdle"	"11"	"14"	"OKeeffe, Darragh"	"Watson, R K"	"8"	"93"
"19:45:00"	"2026-03-27"	"Dundalk"	"Mystic Bella (IRE)"	"33.00"	"99.51"	"Maiden"	"4"	"12"	"Foley, Shane"	"Bromhead, Henry De"	"4"	"147"
"17:42:00"	"2026-03-26"	"Clonmel"	"Ballyredinkingston (IRE)"	"12.00"	"21.63"	"Handicap Hurdle"	"BD"	"15"	"Kenneally, Michael"	"Ryan, John Patrick"	"6"	"22"
"14:23:00"	"2026-03-22"	"Limerick"	"Malikanna (IRE)"	"16.00"	"24"	"Handicap Hurdle"	"2"	"13"	"Smithers, P T"	"Roche, Padraig"	"5"	"28"
"20:00:00"	"2026-03-18"	"Kempton"	"Far And Above (IRE)"	"10.00"	"13.56"	"Handicap"	"7"	"7"	"Edmunds, Lewis"	"Teal, R A"	"4"	"22"
"17:00:00"	"2026-03-18"	"Hereford"	"Tongaknoxie (IRE)"	"8.00"	"10"	"Handicap Chase"	"4"	"7"	"Pritchard, Mr Callum"	"Hobbs, P J / White, J"	"6"	"65"
"15:00:00"	"2026-03-16"	"Ffos Las"	"Boston Joe (IRE)"	"3.00"	"4.8"	"Handicap Chase"	"1"	"6"	"Jones, Ben R"	"Curtis, Miss Rebecca"	"10"	"48"
"16:10:00"	"2026-03-09"	"Taunton"	"Chief Black Robe (IRE)"	"8.00"	"12.5"	"Handicap Hurdle"	"PU"	"8"	"Broughton, Mr T P"	"OBrien, Fergal"	"10"	"36"
"17:45:00"	"2026-03-06"	"Dundalk"	"Sandi O Mali (IRE)"	"50.00"	"83.86"	"Handicap"	"10"	"11"	"Hassett, M W"	"OCallaghan, M D"	"4"	"23"
"16:38:00"	"2026-03-05"	"Thurles"	"Can Happen (IRE)"	"5.50"	"7.6"	"Handicap Hurdle"	"PU"	"13"	"OConnor, Mr T E"	"Fahey, Mark"	"6"	"29"
"15:08:00"	"2026-02-19"	"Sedgefield"	"Ballydangan (IRE)"	"12.00"	"16.63"	"Handicap Chase"	"4"	"5"	"Kavanagh, Peter J"	"Burns, Hugh"	"9"	"53"
"14:20:00"	"2026-02-18"	"Southwell"	"Givehimthehonour (IRE)"	"14.00"	"17.52"	"Handicap Chase"	"3"	"7"	"Tudor, Jack"	"Pipe, D E"	"8"	"30"
"13:42:00"	"2026-02-15"	"Newcastle"	"Staffordshire (IRE)"	"7.00"	"9.6"	"Handicap"	"1"	"12"	"Stammers, Oliver"	"Candlish, Jennie"	"4"	"27"
"13:23:00"	"2026-02-12"	"Lingfield"	"Crafter (IRE)"	"6.50"	"9.8"	"Handicap"	"5"	"7"	"Kavanagh, Ryan"	"Loughnane, Daniel Mark"	"8"	"52"
"16:00:00"	"2026-02-11"	"Hereford"	"Copper Cove (IRE)"	"4.50"	"7.19"	"Handicap Chase"	"F"	"10"	"Bellamy, Tom"	"Elsworth, Dominic"	"9"	"34"
"14:55:00"	"2026-02-03"	"Fairyhouse"	"Poets Gale (IRE)"	"66.00"	"135.75"	"Maiden Hurdle"	"7"	"14"	"King, D"	"Martin, A J"	"5"	"23"
"19:30:00"	"2026-01-20"	"Southwell"	"Abstract (IRE)"	"100.00"	"199.49"	"Handicap"	"7"	"8"	"Doughty, Jack"	"Carroll, A W"	"8"	"48"
"17:30:00"	"2026-01-19"	"Wolverhampton"	"Pomeriggio (IRE)"	"200.00"	"380.56"	"Handicap"	"9"	"9"	"Dace, Jack"	"Evans, Mrs N S"	"5"	"35"
"16:00:00"	"2026-01-13"	"Dundalk"	"Practical Move (IRE)"	"16.00"	"26"	"Handicap"	"9"	"11"	"Pietropaolo, J"	"Butler, Michael"	"3"	"34"
"20:30:00"	"2026-01-06"	"Southwell"	"Saturn Seven (IRE)"	"16.00"	"21"	"Handicap"	"9"	"9"	"Egan, Ms A"	"Burdon, R"	"6"	"39"
"19:00:00"	"2025-12-20"	"Newcastle"	"Last Outlaw (IRE)"	"4.50"	"7.05"	"Handicap"	"5"	"12"	"Kirrane, Sean"	"Keady, Michael"	"4"	"26"
"12:47:00"	"2025-11-27"	"Thurles"	"Dream In The Park (IRE)"	"11.00"	"15"	"Handicap Chase"	"4"	"15"	"Hogan, C M"	"McNamara, E"	"8"	"32"
"13:20:00"	"2025-11-06"	"Sedgefield"	"Earlofbrackenstown (IRE)"	"3.50"	"4.93"	"Handicap Chase"	"PU"	"11"	"Rabbitt, Mr C"	"Kirby, P A"	"6"	"21"
"15:30:00"	"2025-11-02"	"Huntingdon"	"Ghost Pepper (IRE)"	"28.00"	"50"	"Handicap Hurdle"	"6"	"12"	"Brace, Mr J"	"Jeffreys, D J"	"5"	"56"
"15:40:00"	"2025-10-31"	"Uttoxeter"	"The Last Drop (IRE)"	"6.50"	"8.8"	"Handicap Hurdle"	"4"	"8"	"Lambert, Finn"	"Phillips, R T"	"6"	"99"
"20:00:00"	"2025-10-29"	"Kempton"	"Luminous Warrior (IRE)"	"3.00"	"4.3"	"Handicap"	"4"	"12"	"Levey, S M"	"Cunha, Dylan"	"3"	"22"
"16:20:00"	"2025-10-24"	"Sligo"	"Marvellous Margo (IRE)"	"25.00"	"52.07"	"Handicap Hurdle"	"10"	"11"	"Ryan, Mr I"	"Maxwell, Conor"	"4"	"35"
"17:30:00"	"2025-10-23"	"Southwell"	"Salve Electra (IRE)"	"20.00"	"25"	"Handicap"	"9"	"11"	"McDonald, P J"	"Horton, James"	"3"	"21"
"16:53:00"	"2025-10-22"	"Worcester"	"My Cullen (IRE)"	"11.00"	"13.7"	"Handicap Hurdle"	"5"	"9"	"Powell, Brendan"	"Knight, Miss H C"	"5"	"180"
"18:00:00"	"2025-10-20"	"Wolverhampton"	"Perineighs (IRE)"	"14.00"	"30"	"Novices"	"4"	"5"	"Swift, Mr Dale"	"Spencer, Seb"	"2"	"41"
