RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"17:42:00"	"2026-07-26"	"Uttoxeter"	"Papillondelumiere (IRE)"	"40.00"	"48.52"	"Handicap Hurdle"	"PU"	"8"	"Callwood, Miss Ellie"	"Barlow, J R"	"8"	"47"
"16:42:00"	"2026-07-26"	"Uttoxeter"	"At The Oche (IRE)"	"1.10"	"2.32"	"Handicap Chase"	"1"	"10"	"Skelton, Harry"	"Skelton, Daniel"	"5"	"125"
"16:42:00"	"2026-07-26"	"Uttoxeter"	"Palamon (IRE)"	"16.00"	"21.54"	"Handicap Chase"	"5"	"10"	"Todd, C J"	"Skelton, Daniel"	"6"	"92"
"16:42:00"	"2026-07-26"	"Uttoxeter"	"Belle Le Grand"	"14.00"	"20"	"Handicap Chase"	"7"	"10"	"Durrell, Mr T"	"Skelton, Daniel"	"7"	"45"
"16:12:00"	"2026-07-26"	"Uttoxeter"	"Roger Pol (IRE)"	"16.00"	"24"	"Handicap Hurdle"	"8"	"9"	"Ryder, Isabelle"	"Snowden, Jamie"	"8"	"19"
"14:12:00"	"2026-07-26"	"Uttoxeter"	"Salkadan"	"2.50"	"3.82"	"Hurdle"	"3"	"9"	"Skelton, Harry"	"Skelton, Daniel"	"3"	"52"
"14:10:00"	"2026-07-24"	"Uttoxeter"	"Ashdown Forest (IRE)"	"0.83"	"1.96"	"Handicap Hurdle"	"1"	"11"	"Skelton, Harry"	"Skelton, Daniel"	"4"	"67"
"16:30:00"	"2026-07-22"	"Worcester"	"The Grayster (IRE)"	"3.50"	"6.67"	"Handicap Hurdle"	"1"	"13"	"Skelton, Harry"	"Skelton, Daniel"	"4"	"167"
"15:30:00"	"2026-07-22"	"Worcester"	"Delgany Headline"	"66.00"	"112.2"	"Maiden Hurdle"	"9"	"9"	"Durrell, Mr T"	"Skelton, Daniel"	"4"	"136"
"16:12:00"	"2026-07-20"	"Cartmel"	"Krak (FR)"	"5.00"	"6.4"	"Handicap Novices Chase"	"3"	"4"	"Skelton, Harry"	"Skelton, Daniel"	"6"	"17"
"15:12:00"	"2026-07-20"	"Cartmel"	"Assorda (FR)"	"40.00"	"60"	"Handicap Hurdle"	"8"	"8"	"Bewley, Callum"	"Wainwright, J S"	"6"	"31"
"13:42:00"	"2026-07-20"	"Cartmel"	"Gambino (IRE)"	"0.67"	"1.72"	"Maiden Hurdle"	"1"	"8"	"Skelton, Harry"	"Skelton, Daniel"	"5"	"107"
"13:42:00"	"2026-07-20"	"Cartmel"	"Kind Of Kiss"	"8.50"	"28"	"Maiden Hurdle"	"5"	"8"	"England, Jonathan"	"England, Sam"	"5"	"103"
"17:15:00"	"2026-07-18"	"Market Rasen"	"Saxon Cross (IRE)"	"20.00"	"25"	"Handicap Hurdle"	"10"	"12"	"Hammond, Charlie"	"Edmunds, Stuart"	"6"	"44"
"15:47:00"	"2026-07-18"	"Cartmel"	"Rauzan (IRE)"	"16.00"	"22.62"	"Handicap Hurdle"	"10"	"13"	"Quinlan, Sean"	"Quinlan, Elizabeth"	"6"	"20"
"15:47:00"	"2026-07-18"	"Cartmel"	"Homme Public (FR)"	"16.00"	"25"	"Handicap Hurdle"	"12"	"13"	"Tudor, Jack"	"Greenall, O / Guerriero, J"	"9"	"63"
"16:48:00"	"2026-07-15"	"Uttoxeter"	"Belladinotte (IRE)"	"8.50"	"11"	"Handicap Hurdle"	"1"	"10"	"Bannister, Harry A A"	"Ender, Miss S J"	"7"	"24"
"14:48:00"	"2026-07-15"	"Uttoxeter"	"Daring To Dream"	"11.00"	"16.31"	"Handicap Novices Hurdle"	"8"	"12"	"Best, J A"	"Dickin, Harriet"	"5"	"84"
"16:42:00"	"2026-07-13"	"Newton Abbot"	"Slaney Opera (IRE)"	"3.50"	"5.8"	"Handicap Chase"	"F"	"5"	"Reed, Harry"	"Scholfield, Nick"	"8"	"17"
"15:51:00"	"2026-07-12"	"Perth"	"Parisencore (FR)"	"5.50"	"7.8"	"Handicap Chase"	"5"	"7"	"McMenamin, Daniel"	"Richards, N G"	"10"	"21"
"15:35:00"	"2026-07-12"	"Stratford"	"Genealogy"	"0.50"	"1.64"	"Maiden Hurdle"	"1"	"5"	"Cobden, Harry"	"Bramley, Faye"	"4"	"25"
"15:35:00"	"2026-07-12"	"Stratford"	"Angel Of My Dreams"	"50.00"	"171.3"	"Maiden Hurdle"	"4"	"5"	"Slatter, Mr N"	"McPherson, Graeme P"	"5"	"26"
"15:35:00"	"2026-07-12"	"Stratford"	"Haderach"	"200.00"	"820"	"Maiden Hurdle"	"PU"	"5"	"Stones, Lewis"	"Allen, S G"	"5"	"68"
"19:51:00"	"2026-07-10"	"Worcester"	"Scintillante"	"4.50"	"6.2"	"Handicap Hurdle"	"2"	"5"	"Burke, Jonathan"	"Ralph, Alastair"	"6"	"23"
"18:41:00"	"2026-07-10"	"Worcester"	"Billy Boi Blue"	"20.00"	"23"	"Handicap Hurdle"	"6"	"6"	"Ryder, Isabelle"	"McPherson, Graeme P"	"9"	"27"
"15:00:00"	"2026-07-07"	"Uttoxeter"	"Roger Pol (IRE)"	"10.00"	"14.49"	"Handicap Hurdle"	"9"	"11"	"Ryder, Isabelle"	"Snowden, Jamie"	"8"	"43"
"13:30:00"	"2026-07-07"	"Uttoxeter"	"Dancingondiamonds (FR)"	"40.00"	"120"	"Novices Hurdle"	"PU"	"10"	"Bowen, Sean P"	"Murphy, Olly"	"4"	"26"
"14:20:00"	"2026-07-05"	"Market Rasen"	"Boom Boom Boris"	"66.00"	"100"	"Maiden Hurdle"	"PU"	"7"	"Bannister, Harry A A"	"Ender, Miss S J"	"6"	"33"
