RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"19:37:00"	"2026-07-29"	"Leicester"	"Von Krolock (IRE)"	"5.50"	"7.4"	"Handicap"	"2"	"4"	"Howarth, Christian"	"Owen, J P"	"7"	"95"
"20:30:00"	"2026-07-28"	"Ffos Las"	"Haworth Star (IRE)"	"25.00"	"28"	"Handicap"	"9"	"9"	"Hornby, Rob"	"Young, Maxwell"	"6"	"32"
"18:45:00"	"2026-07-28"	"Galway"	"Lord Massusus (IRE)"	"14.00"	"16.5"	"Handicap"	"15"	"17"	"Harnett, P A"	"Murphy, Joseph G"	"6"	"19"
"16:40:00"	"2026-07-28"	"Galway"	"Milan Forth (IRE)"	"12.00"	"18.18"	"Novices Hurdle"	"7"	"8"	"Healy, Mr Kevin"	"Cavanagh, S"	"7"	"4"
"16:10:00"	"2026-07-28"	"Goodwood"	"Reigning Profit (IRE)"	"50.00"	"112.95"	"Handicap"	"11"	"23"	"Mullen, Andrew"	"Carr, Mrs R A"	"7"	"11"
"16:10:00"	"2026-07-28"	"Goodwood"	"The Man (IRE)"	"22.00"	"36"	"Handicap"	"13"	"23"	"Egan, David"	"Spencer, Richard"	"4"	"32"
"13:35:00"	"2026-07-28"	"Beverley"	"The Pug (IRE)"	"14.00"	"19.73"	"Handicap"	"5"	"8"	"Myers, Mr Josh"	"Murphy, Olly"	"6"	"7"
"18:40:00"	"2026-07-27"	"Galway"	"Too Bossy For Us (IRE)"	"11.00"	"15.5"	"Handicap"	"6"	"20"	"Townend, Miss J"	"Mullins, W P"	"5"	"31"
"18:40:00"	"2026-07-27"	"Galway"	"Smooth Tom (IRE)"	"40.00"	"75"	"Handicap"	"18"	"20"	"Ryan, Mr A P"	"Slattery, Andrew"	"7"	"17"
"18:40:00"	"2026-07-27"	"Galway"	"Yashin (IRE)"	"66.00"	"240"	"Handicap"	"20"	"20"	"Walsh, Mr T"	"Bedi, Miss J"	"7"	"41"
"17:20:00"	"2026-07-25"	"Ascot"	"Bolo Neighs (IRE)"	"6.00"	"10"	"Handicap"	"6"	"13"	"Osborne, Saffie"	"Beckett, R M"	"4"	"15"
"17:05:00"	"2026-07-25"	"Gowran Park"	"Master Garvey (IRE)"	"6.00"	"7.2"	"Handicap"	"3"	"13"	"Casey, T"	"Murray, Joseph Anthony"	"6"	"3"
"17:05:00"	"2026-07-25"	"Gowran Park"	"Georg Zhukov (IRE)"	"50.00"	"100"	"Handicap"	"5"	"13"	"Cusack, C"	"OConnell, Eamon"	"4"	"15"
"16:35:00"	"2026-07-25"	"Newcastle"	"Pebble Dash (IRE)"	"14.00"	"21.63"	"Handicap"	"3"	"12"	"McHugh, B"	"Harrison, Gary"	"4"	"6"
"14:44:00"	"2026-07-25"	"Gowran Park"	"The Blue Panther (IRE)"	"12.00"	"14.31"	"Handicap"	"2"	"16"	"Burns, Ms N"	"Burns, R P"	"8"	"10"
"14:44:00"	"2026-07-25"	"Gowran Park"	"Eichan San (IRE)"	"9.00"	"11.75"	"Handicap"	"3"	"16"	"Casey, T"	"Murphy, Daniel"	"4"	"37"
"14:44:00"	"2026-07-25"	"Gowran Park"	"Miqdaad (IRE)"	"22.00"	"36.18"	"Handicap"	"14"	"16"	"Rutledge, Siobhan"	"McConnell, John C"	"6"	"58"
"14:12:00"	"2026-07-25"	"Gowran Park"	"Will Be King (IRE)"	"40.00"	"75.08"	"Handicap"	"10"	"14"	"Rutledge, Siobhan"	"McConnell, John C"	"10"	"19"
"14:12:00"	"2026-07-25"	"Gowran Park"	"Romantic War (IRE)"	"80.00"	"310"	"Handicap"	"12"	"14"	"Donaghue-Leahy, R"	"Murray, J G"	"4"	"5"
"20:30:00"	"2026-07-24"	"Kilbeggan"	"Big Island (IRE)"	"8.00"	"11"	"Handicap Chase"	"PU"	"14"	"Mullins, D E"	"Lanigan, W J"	"9"	"41"
"20:18:00"	"2026-07-24"	"Cork"	"Glen Echo (IRE)"	"12.00"	"19.48"	"Handicap"	"3"	"12"	"Carroll, G F"	"Cromwell, Gavin Patrick"	"3"	"7"
"20:18:00"	"2026-07-24"	"Cork"	"Point Cartwright (IRE)"	"3.00"	"4.47"	"Handicap"	"4"	"12"	"Whelan, R P"	"McGuinness, Adrian"	"3"	"11"
"19:36:00"	"2026-07-24"	"Chepstow"	"Fitzmaurice (IRE)"	"9.00"	"16"	"Non-Handicap"	"5"	"10"	"Wood, George"	"Carroll, A W"	"4"	"11"
"19:08:00"	"2026-07-24"	"Cork"	"Captain Ciano (IRE)"	"33.00"	"100"	"Handicap"	"16"	"19"	"Ryan, J J G"	"McCourt, T G"	"4"	"12"
"19:08:00"	"2026-07-24"	"Cork"	"Snowballs (IRE)"	"28.00"	"41.9"	"Handicap"	"18"	"19"	"Roche, L F"	"McCreery, W"	"4"	"7"
"18:46:00"	"2026-07-24"	"Kilbeggan"	"Marlpark (IRE)"	"6.00"	"7.6"	"Handicap Hurdle"	"PU"	"10"	"King, D"	"Ryan, John Patrick"	"7"	"3"
"18:11:00"	"2026-07-24"	"Kilbeggan"	"Ogrady Cracker (IRE)"	"14.00"	"24.05"	"Handicap Hurdle"	"1"	"16"	"Slevin, J J"	"Slattery, Andrew"	"4"	"101"
"18:11:00"	"2026-07-24"	"Kilbeggan"	"Brohatna (IRE)"	"25.00"	"44.5"	"Handicap Hurdle"	"PU"	"16"	"Kenneally, Michael"	"Rice, M M"	"6"	"20"
"17:58:00"	"2026-07-24"	"Cork"	"Chicago Call (IRE)"	"12.00"	"18.33"	"Handicap"	"8"	"11"	"Coen, Ben M"	"Murtagh, J P"	"3"	"68"
"17:40:00"	"2026-07-24"	"Kilbeggan"	"Sneddy Eddie (IRE)"	"10.00"	"15.5"	"Handicap Hurdle"	"4"	"16"	"Halford, Mr J M"	"Elliott, Gordon"	"6"	"10"
"17:40:00"	"2026-07-24"	"Kilbeggan"	"King Of The Greys (IRE)"	"25.00"	"32"	"Handicap Hurdle"	"PU"	"16"	"Ewing, Sam"	"Fahey, Peter"	"5"	"41"
"17:05:00"	"2026-07-24"	"Kilbeggan"	"Press The Button (IRE)"	"3.00"	"4.1"	"Maiden Hurdle"	"3"	"15"	"Donoghue, K M"	"Cromwell, Gavin Patrick"	"6"	"20"
"17:05:00"	"2026-07-24"	"Kilbeggan"	"Fairy Meadow (IRE)"	"8.00"	"17.68"	"Maiden Hurdle"	"11"	"15"	"Meyler, D"	"Mullins, Emmet"	"9"	"545"
"16:05:00"	"2026-07-24"	"Ascot"	"French Duke (IRE)"	"12.00"	"16.73"	"Handicap"	"6"	"9"	"Doyle, James"	"Jehani, H Al"	"5"	"35"
"19:59:00"	"2026-07-23"	"Yarmouth"	"Charging Bull (IRE)"	"12.00"	"14.79"	"Handicap"	"4"	"7"	"Davies, Harry"	"Keady, Michael"	"4"	"35"
"17:17:00"	"2026-07-23"	"Sandown"	"Amused (IRE)"	"25.00"	"34"	"Handicap"	"2"	"12"	"Hornby, Rob"	"Boyle, J R"	"4"	"20"
"17:17:00"	"2026-07-23"	"Sandown"	"Gone Rogue (IRE)"	"4.50"	"6.11"	"Handicap"	"4"	"12"	"Queally, T P"	"Moore, Gary and Josh"	"5"	"16"
"20:21:00"	"2026-07-21"	"Salisbury"	"Roman Spring (IRE)"	"6.50"	"10.89"	"Handicap"	"4"	"8"	"Paetel, Mason"	"Bridger, J / Cook, R"	"6"	"12"
"20:09:00"	"2026-07-21"	"Ballinrobe"	"Tommys Ticket (IRE)"	"6.00"	"9.8"	"NH Flat"	"3"	"13"	"Dunne, Mr J"	"Timmons, C D"	"5"	"36"
"20:09:00"	"2026-07-21"	"Ballinrobe"	"Moundofthehostages (IRE)"	"50.00"	"130"	"NH Flat"	"13"	"13"	"Tegetmeier, Mr F D"	"Magee, Patrick"	"5"	"37"
"19:39:00"	"2026-07-21"	"Ballinrobe"	"Pourquoi Poi (IRE)"	"3.00"	"4.5"	"Handicap Hurdle"	"10"	"16"	"Kennedy, J W"	"Flynn, Paul W"	"5"	"9"
"19:09:00"	"2026-07-21"	"Ballinrobe"	"Not So Serious (IRE)"	"50.00"	"99.16"	"Handicap Hurdle"	"1"	"15"	"Mullins, D E"	"Lanigan, W J"	"5"	"11"
"19:09:00"	"2026-07-21"	"Ballinrobe"	"Ranger Billy (IRE)"	"50.00"	"92.65"	"Handicap Hurdle"	"3"	"15"	"Slevin, J J"	"Heffernan, K A"	"10"	"61"
"19:09:00"	"2026-07-21"	"Ballinrobe"	"Tantrum Boy (IRE)"	"10.00"	"12.76"	"Handicap Hurdle"	"4"	"15"	"Enright, P T"	"McMahon, Brian M"	"6"	"54"
"19:09:00"	"2026-07-21"	"Ballinrobe"	"Will It Be You (IRE)"	"18.00"	"26"	"Handicap Hurdle"	"13"	"15"	"Hayes, Brian"	"Cusack, Liam P"	"9"	"15"
"18:21:00"	"2026-07-21"	"Salisbury"	"Beau Jardine (IRE)"	"6.50"	"9.57"	"Handicap"	"4"	"10"	"Fox, Miss Arabella"	"Bridger, J / Cook, R"	"8"	"13"
"17:39:00"	"2026-07-21"	"Ballinrobe"	"Max Meridius (IRE)"	"3.50"	"5.2"	"Handicap Hurdle"	"1"	"9"	"Mullins, D E"	"Mullins, Thomas"	"5"	"12"
"17:39:00"	"2026-07-21"	"Ballinrobe"	"At The Wings (IRE)"	"5.50"	"7.99"	"Handicap Hurdle"	"7"	"9"	"Kenneally, Michael"	"Lee, Norman"	"6"	"9"
"17:06:00"	"2026-07-21"	"Ballinrobe"	"Minnatrix (IRE)"	"40.00"	"82.86"	"Maiden Hurdle"	"9"	"13"	"Noonan, G B"	"McCarthy, Eoin Christopher"	"6"	"18"
"20:50:00"	"2026-07-20"	"Windsor"	"Flag Carrier (IRE)"	"5.00"	"7.2"	"Handicap"	"6"	"7"	"Murphy, Oisin"	"Toomey, Brian"	"5"	"240"
"19:40:00"	"2026-07-20"	"Ballinrobe"	"Giselles Defence (IRE)"	"25.00"	"36"	"Handicap"	"5"	"11"	"Dalton, J S"	"Davis, Sean"	"6"	"38"
"18:40:00"	"2026-07-20"	"Ballinrobe"	"Elusive Duke (IRE)"	"3.00"	"4.2"	"Handicap"	"2"	"12"	"Keane, C T"	"Molloy, M A"	"4"	"6"
"18:40:00"	"2026-07-20"	"Ballinrobe"	"Bucaneers Spirit (IRE)"	"8.00"	"12.1"	"Handicap"	"9"	"12"	"Coen, S"	"Donoghue, Ian"	"5"	"17"
"18:40:00"	"2026-07-20"	"Ballinrobe"	"Dancing Steve (IRE)"	"18.00"	"23.79"	"Handicap"	"10"	"12"	"Caffrey, Adam"	"McGuinness, Adrian"	"5"	"8"
"17:10:00"	"2026-07-20"	"Ballinrobe"	"Shelbourne Flyer (IRE)"	"4.00"	"6"	"Claimer"	"7"	"9"	"Grifferty, Emily"	"Meade, Noel"	"5"	"11"
"14:30:00"	"2026-07-20"	"Ayr"	"Mount Ruapehu (IRE)"	"4.50"	"6.8"	"Handicap"	"4"	"6"	"Mullen, Andrew"	"Jardine, I"	"6"	"11"
"15:33:00"	"2026-07-19"	"Redcar"	"Nyman (IRE)"	"5.00"	"6.8"	"Handicap"	"4"	"7"	"Mason, Joanna"	"Fell, R / Murray, S"	"4"	"54"
"17:35:00"	"2026-07-18"	"Ripon"	"Sergeant Mayer (IRE)"	"11.00"	"13.35"	"Handicap"	"6"	"11"	"Jary, Alex"	"Tinkler, N"	"5"	"61"
