RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"17:35:00"	"2026-07-29"	"Galway"	"Mighty Berkshire (IRE)"	"7.50"	"13"	"Handicap Hurdle"	"1"	"19"	"Queally, Mr D L"	"Queally, Declan"
"17:35:00"	"2026-07-29"	"Galway"	"Lord Ffrench (IRE)"	"14.00"	"23.99"	"Handicap Hurdle"	"7"	"19"	"Enright, P T"	"Curling, S"
"17:05:00"	"2026-07-29"	"Galway"	"De Jour En Jour (IRE)"	"7.50"	"11.5"	"Maiden Hurdle"	"7"	"20"	"Donoghue, K M"	"OSullivan, Ross"
"17:45:00"	"2026-07-28"	"Galway"	"Crescent Moon (FR)"	"25.00"	"46.56"	"Handicap Chase"	"11"	"20"	"Staples, Mr E"	"Cromwell, Gavin Patrick"
"17:40:00"	"2026-07-27"	"Galway"	"Allo Al Khawaneej"	"16.00"	"32.23"	"Handicap Hurdle"	"19"	"20"	"Kelly, T Joseph"	"Byrnes, C"
"17:42:00"	"2026-07-26"	"Uttoxeter"	"October Hill (IRE)"	"4.00"	"5.8"	"Handicap Hurdle"	"2"	"8"	"Corcoran, Mr Rian"	"Pipe, D E"
"15:12:00"	"2026-07-26"	"Uttoxeter"	"Bright Legend (IRE)"	"3.50"	"4.6"	"Handicap Hurdle"	"5"	"6"	"ONeill, J P"	"Bramley, Faye"
"17:05:00"	"2026-07-24"	"Kilbeggan"	"Kidam Roque (FR)"	"250.00"	"1000"	"Maiden Hurdle"	"UR"	"15"	"Cleary, Mr Paddy"	"Madden, I"
"19:30:00"	"2026-07-23"	"Wexford"	"Tasmanian Girl (IRE)"	"4.50"	"7.87"	"Handicap Hurdle"	"9"	"10"	"Ewing, Sam"	"Queally, Declan"
"18:20:00"	"2026-07-23"	"Wexford"	"Nashville Notions (IRE)"	"20.00"	"25.05"	"Handicap Hurdle"	"6"	"14"	"Fitzgerald, S"	"Kiely, Paul Stephen"
"17:45:00"	"2026-07-23"	"Wexford"	"Lady Victrix (IRE)"	"25.00"	"33.08"	"Handicap Hurdle"	"10"	"13"	"OKeeffe, Darragh"	"Flynn, Paul W"
"17:10:00"	"2026-07-23"	"Wexford"	"Sean Mc (IRE)"	"6.00"	"9.8"	"Handicap Hurdle"	"F"	"14"	"Kavanagh, Sarah"	"Nolan, Paul"
"16:30:00"	"2026-07-22"	"Worcester"	"Little Ledgend (IRE)"	"2.50"	"3.85"	"Handicap Hurdle"	"2"	"13"	"Bowen, Sean P"	"Murphy, Olly"
"19:09:00"	"2026-07-21"	"Ballinrobe"	"Tantrum Boy (IRE)"	"10.00"	"12.76"	"Handicap Hurdle"	"4"	"15"	"Enright, P T"	"McMahon, Brian M"
"18:39:00"	"2026-07-21"	"Ballinrobe"	"Free Flow (USA)"	"5.50"	"8"	"Handicap Hurdle"	"6"	"10"	"Kenneally, Michael"	"Power, Edward F"
"16:12:00"	"2026-07-20"	"Cartmel"	"Dunkerque (DEN)"	"3.00"	"4.5"	"Handicap Novices Chase"	"2"	"4"	"Quinlan, Sean"	"Candlish, Jennie"
"14:12:00"	"2026-07-20"	"Cartmel"	"Cross Of Redmoor (IRE)"	"66.00"	"110"	"Handicap Hurdle"	"PU"	"9"	"Atkins, Mr Harry"	"Quinlan, Elizabeth"
"14:15:00"	"2026-07-19"	"Stratford"	"The Long Walk (IRE)"	"8.00"	"11.78"	"Handicap Novices Chase"	"PU"	"5"	"McLernon, R P"	"ONeill, Jonjo and AJ"
"17:15:00"	"2026-07-18"	"Market Rasen"	"Twist Of Fatecatch (FR)"	"9.00"	"13.13"	"Handicap Hurdle"	"8"	"12"	"Cobden, Harry"	"Mulholland, N P"
"17:15:00"	"2026-07-18"	"Market Rasen"	"Saxon Cross (IRE)"	"20.00"	"25"	"Handicap Hurdle"	"10"	"12"	"Hammond, Charlie"	"Edmunds, Stuart"
"16:57:00"	"2026-07-18"	"Cartmel"	"Forsa Bay (IRE)"	"11.00"	"13.5"	"Handicap Chase"	"1"	"8"	"McMenamin, Daniel"	"Morgan, Miss Laura"
"16:17:00"	"2026-07-17"	"Killarney"	"Following Orders (IRE)"	"33.00"	"70"	"Handicap Chase"	"PU"	"15"	"Roche, T P"	"Rothwell, P J"
"18:45:00"	"2026-07-16"	"Killarney"	"Only For Our Man (IRE)"	"4.00"	"5.8"	"Handicap Hurdle"	"3"	"10"	"OSullivan, Alan"	"Nolan, Paul"
"18:45:00"	"2026-07-16"	"Killarney"	"Kazakh Darthel (FR)"	"12.00"	"14.76"	"Handicap Hurdle"	"8"	"10"	"Donoghue, K M"	"Cromwell, Gavin Patrick"
"18:27:00"	"2026-07-16"	"Worcester"	"Stay Hopeful (IRE)"	"4.50"	"6.2"	"Handicap Chase"	"3"	"8"	"Edwards, Lee"	"Oliver, Henry"
"17:35:00"	"2026-07-16"	"Killarney"	"Uptaurintop (IRE)"	"8.00"	"13.5"	"Handicap Hurdle"	"3"	"15"	"OSullivan, Alan"	"OSullivan, Eugene M"
"17:35:00"	"2026-07-16"	"Killarney"	"Listentomewillya (IRE)"	"66.00"	"123.05"	"Handicap Hurdle"	"9"	"15"	"Smithers, C D"	"Lee, Norman"
"15:18:00"	"2026-07-15"	"Uttoxeter"	"La Pinsonniere (FR)"	"2.50"	"4.1"	"Handicap Novices Chase"	"4"	"4"	"Bowen, James C"	"Henderson, N J"
"14:48:00"	"2026-07-15"	"Uttoxeter"	"Granny B (IRE)"	"18.00"	"25"	"Handicap Novices Hurdle"	"7"	"12"	"Brogan, Kevin"	"Mullineaux, M"
"17:19:00"	"2026-07-14"	"Downpatrick"	"Breezingwithdstars (IRE)"	"125.00"	"226.41"	"NH Flat"	"7"	"10"	"Ruttledge, Ms E M"	"Flannery, M"
"15:37:00"	"2026-07-14"	"Downpatrick"	"Ersudaly"	"20.00"	"32"	"Maiden Hurdle"	"11"	"12"	"Deegan, R"	"Bowe, Colin"
"16:12:00"	"2026-07-13"	"Newton Abbot"	"Ellerton (FR)"	"1.38"	"2.48"	"Handicap Chase"	"PU"	"4"	"Powell, Brendan"	"Tizzard, Joe"
"17:10:00"	"2026-07-12"	"Sligo"	"Wild Eagle (IRE)"	"250.00"	"1000"	"NH Flat"	"8"	"11"	"Halford, Mr T A"	"Neilan, John"
"16:35:00"	"2026-07-12"	"Sligo"	"Golden Temple (IRE)"	"28.00"	"60"	"Handicap Hurdle"	"4"	"15"	"Ewing, Sam"	"Meade, Noel"
"16:00:00"	"2026-07-12"	"Sligo"	"Poppycon (IRE)"	"10.00"	"13.6"	"Handicap Hurdle"	"2"	"15"	"Enright, P T"	"Doyle, Eoin"
"15:25:00"	"2026-07-12"	"Sligo"	"At The Wings (IRE)"	"12.00"	"16"	"Handicap Hurdle"	"7"	"14"	"Slevin, J J"	"Lee, Norman"
