RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"18:00:00"	"2026-07-31"	"Galway"	"A Law Of Her Own (IRE)"	"14.00"	"26.37"	"Handicap Chase"	"UR"	"20"	"OSullivan, Alan"	"Mullins, Emmet"
"14:35:00"	"2026-07-30"	"Nottingham"	"Great Blasket (IRE)"	"0.62"	"1.61"	"Handicap"	"1"	"5"	"Fallon, Cieren"	"Owen, J P"
"20:40:00"	"2026-07-29"	"Leicester"	"Battosai (IRE)"	"3.50"	"5.1"	"Handicap"	"5"	"5"	"Gordon, Josephine"	"Morland, Jack"
"20:30:00"	"2026-07-29"	"Sandown"	"Last Verse (IRE)"	"6.50"	"7.04"	"Handicap"	"3"	"4"	"Mitchell, Jack"	"Parr, Joseph"
"19:25:00"	"2026-07-29"	"Sandown"	"Galba"	"1.38"	"2.5"	"Handicap"	"2"	"6"	"Mitchell, Jack"	"Frost, Kevin"
"19:15:00"	"2026-07-29"	"Galway"	"New Bay Star (IRE)"	"28.00"	"76.28"	"Maiden"	"11"	"18"	"Swan, H C"	"Appleby, M"
"18:40:00"	"2026-07-29"	"Galway"	"Nowwhatdoyouthink (IRE)"	"7.00"	"11.14"	"Handicap Chase"	"4"	"22"	"Kennedy, J W"	"Elliott, Gordon"
"17:35:00"	"2026-07-29"	"Galway"	"Lucy Wang (IRE)"	"7.50"	"13"	"Handicap Hurdle"	"18"	"19"	"Meyler, D"	"Mullins, Emmet"
"13:50:00"	"2026-07-29"	"Goodwood"	"Baltic Fleet (IRE)"	"25.00"	"34.84"	"Handicap"	"PU"	"8"	"Buick, William"	"Williams, Ian"
"13:50:00"	"2026-07-28"	"Goodwood"	"Bolster"	"66.00"	"150"	"Handicap"	"17"	"17"	"Wood, George"	"Morland, Jack"
"19:15:00"	"2026-07-27"	"Galway"	"Slight Of Foot"	"50.00"	"101.71"	"Handicap"	"10"	"15"	"OConnor, Donagh"	"Cody, Patrick"
"17:12:00"	"2026-07-26"	"Uttoxeter"	"Warners Cross (IRE)"	"5.50"	"7.55"	"Handicap Hurdle"	"1"	"10"	"Reed, Harry"	"Leech, Mrs S"
"17:12:00"	"2026-07-26"	"Uttoxeter"	"Crafty Gael (IRE)"	"4.00"	"5.86"	"Handicap Hurdle"	"3"	"10"	"Bowen, Sean P"	"Murphy, Olly"
"17:40:00"	"2026-07-25"	"Gowran Park"	"Benevento (IRE)"	"11.00"	"15.5"	"Non-Handicap"	"3"	"7"	"OConnor, Donagh"	"Aguiar, Robson"
"15:48:00"	"2026-07-25"	"Chester"	"Boston Dan (IRE)"	"16.00"	"20"	"Handicap"	"4"	"7"	"Kirrane, Sean"	"Easterby, T D"
"14:28:00"	"2026-07-25"	"Chester"	"Collecting Coin"	"10.00"	"12.29"	"Handicap"	"1"	"8"	"Wood, George"	"Candlish, Jennie"
"14:12:00"	"2026-07-25"	"Gowran Park"	"Stiorra (IRE)"	"40.00"	"100"	"Handicap"	"14"	"14"	"Cleary, Jack"	"ODwyer, Conor"
"13:53:00"	"2026-07-25"	"Chester"	"Kindly Queen (IRE)"	"66.00"	"95"	"Handicap"	"9"	"10"	"Hart, Jason"	"Kellett, C N"
"20:30:00"	"2026-07-24"	"Kilbeggan"	"Walkmethroughit (IRE)"	"20.00"	"30"	"Handicap Chase"	"7"	"14"	"Stone-Walsh, C"	"Callaghan, Kieran"
"20:18:00"	"2026-07-24"	"Cork"	"Amethyst Stone (IRE)"	"22.00"	"42.41"	"Handicap"	"1"	"12"	"McMonagle, Dylan B"	"Flynn, Paul W"
"17:35:00"	"2026-07-24"	"Uttoxeter"	"Sparkling Water"	"2.75"	"4"	"NH Flat"	"1"	"12"	"Skelton, Harry"	"Skelton, Daniel"
"17:32:00"	"2026-07-24"	"York"	"Jet Warrior"	"20.00"	"28"	"Handicap"	"11"	"18"	"Fentiman, Warren"	"Mullaney, L A"
"17:32:00"	"2026-07-24"	"York"	"Royal Accord"	"28.00"	"44"	"Handicap"	"18"	"18"	"Sousa, Silvestre De"	"Chapple-Hyam, P W"
"14:10:00"	"2026-07-24"	"Uttoxeter"	"Ashdown Forest (IRE)"	"0.83"	"1.96"	"Handicap Hurdle"	"1"	"11"	"Skelton, Harry"	"Skelton, Daniel"
"19:30:00"	"2026-07-23"	"Wexford"	"Tasmanian Girl (IRE)"	"4.50"	"7.87"	"Handicap Hurdle"	"9"	"10"	"Ewing, Sam"	"Queally, Declan"
"17:10:00"	"2026-07-23"	"Wexford"	"Midleton Rare (IRE)"	"33.00"	"60"	"Handicap Hurdle"	"10"	"14"	"Dunseath, Ms E"	"Kelly, Noel C"
"16:00:00"	"2026-07-23"	"Wexford"	"Owls Delight (IRE)"	"200.00"	"546.68"	"Maiden Hurdle"	"6"	"13"	"OHanlon, P J"	"Donohoe, R"
"19:50:00"	"2026-07-22"	"Leicester"	"Turton"	"20.00"	"27"	"Handicap"	"6"	"6"	"Ghiani, Marco"	"Carroll, A W"
"17:20:00"	"2026-07-22"	"Wexford"	"Derby Rock (IRE)"	"9.00"	"13.5"	"Handicap Chase"	"10"	"15"	"King, D"	"King, James Kieran"
"15:50:00"	"2026-07-22"	"Wexford"	"Arctic Piper (IRE)"	"25.00"	"50.11"	"Handicap Chase"	"F"	"13"	"Deegan, R"	"Donohoe, R"
"16:30:00"	"2026-07-20"	"Ayr"	"Toy Soldier (IRE)"	"5.00"	"7.07"	"Handicap"	"8"	"10"	"Clarkson, Lexie"	"Russell, Miss Lucinda V"
"16:43:00"	"2026-07-19"	"Redcar"	"Diamond Aura (IRE)"	"7.50"	"13.5"	"Handicap"	"4"	"8"	"Fentiman, Duran"	"Easterby, T D"
"14:48:00"	"2026-07-19"	"Stratford"	"Ghost Pepper (IRE)"	"18.00"	"24.9"	"Handicap Novices Hurdle"	"6"	"7"	"Turner, James"	"Brace, D"
"14:30:00"	"2026-07-19"	"Newton Abbot"	"Timely Salute"	"2.50"	"3.74"	"Maiden Hurdle"	"1"	"5"	"Broughton, Mr T P"	"Comley, Max"
"16:25:00"	"2026-07-18"	"Ripon"	"Farasi Lane (IRE)"	"28.00"	"30.1"	"Handicap"	"1"	"7"	"Brookes, Aiden"	"Hammond, Micky"
"19:50:00"	"2026-07-17"	"Hamilton"	"Flawless Fusion (IRE)"	"200.00"	"385.11"	"Non-Handicap"	"6"	"6"	"Egan, David"	"Bedi, Miss J"
"19:42:00"	"2026-07-17"	"Pontefract"	"Kartini (IRE)"	"66.00"	"100"	"Handicap"	"6"	"6"	"Elliott, Andrew"	"Whitaker, Simon"
"13:32:00"	"2026-07-17"	"Killarney"	"Delusional (IRE)"	"28.00"	"55"	"Maiden Hurdle"	"PU"	"12"	"OCallaghan, Shane"	"Maher, Peter"
