RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"15:35:00"	"2026-04-18"	"Ayr"	"Herakles Westwood (FR)"	"20.00"	"30.59"	"Handicap Chase"	"PU"	"16"	"Bowen, James C"	"Greatrex, W J"
"17:07:00"	"2026-04-12"	"Down Royal"	"Ardaghs Choice (IRE)"	"40.00"	"60"	"Handicap Chase"	"PU"	"15"	"Flanagan, S W"	"Sheehy, E"
"16:00:00"	"2026-04-11"	"Aintree"	"High Class Hero"	"66.00"	"121.29"	"Handicap Chase"	"5"	"34"	"Bowen, James C"	"Mullins, W P"
"16:00:00"	"2026-04-11"	"Aintree"	"Final Orders"	"22.00"	"46"	"Handicap Chase"	"7"	"34"	"Stone-Walsh, C"	"Cromwell, Gavin Patrick"
"16:00:00"	"2026-04-11"	"Aintree"	"Champ Kiely (IRE)"	"25.00"	"40.92"	"Handicap Chase"	"8"	"34"	"Mullins, D E"	"Mullins, W P"
"16:00:00"	"2026-04-11"	"Aintree"	"Montys Star (IRE)"	"14.00"	"22.16"	"Handicap Chase"	"10"	"34"	"OKeeffe, Darragh"	"Bromhead, Henry De"
"16:00:00"	"2026-04-11"	"Aintree"	"Answer To Kayf"	"100.00"	"318.3"	"Handicap Chase"	"11"	"34"	"Shinnick, J P"	"OBrien, Terence"
"16:00:00"	"2026-04-11"	"Aintree"	"The Real Whacker (IRE)"	"50.00"	"96.12"	"Handicap Chase"	"PU"	"34"	"Sheehan, Gavin"	"Neville, Patrick"
"16:00:00"	"2026-04-11"	"Aintree"	"Amirite (IRE)"	"100.00"	"294.61"	"Handicap Chase"	"PU"	"34"	"Enright, P T"	"Bromhead, Henry De"
"16:00:00"	"2026-04-11"	"Aintree"	"Beauport (IRE)"	"80.00"	"183.52"	"Handicap Chase"	"UR"	"34"	"Twiston-Davies, Sam"	"Twiston-Davies, N A"
