RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"18:00:00"	"2026-07-31"	"Galway"	"Ballybawn Belter (IRE)"	"14.00"	"28"	"Handicap Chase"	"PU"	"20"	"Cobden, Harry"	"Doyle, Miss Elizabeth"
"18:05:00"	"2026-07-29"	"Galway"	"Camlin Park (IRE)"	"125.00"	"810"	"Handicap Hurdle"	"7"	"20"	"Harvey, A"	"McConnell, John C"
"18:05:00"	"2026-07-29"	"Galway"	"Two Pair (IRE)"	"28.00"	"56.3"	"Handicap Hurdle"	"11"	"20"	"Stone-Walsh, C"	"Nolan, Paul"
"18:05:00"	"2026-07-29"	"Galway"	"Samba Train (IRE)"	"6.00"	"9"	"Handicap Hurdle"	"UR"	"20"	"Halford, Mr J M"	"Bolger, E"
"17:35:00"	"2026-07-29"	"Galway"	"Tangara Bay (FR)"	"16.00"	"40"	"Handicap Hurdle"	"16"	"19"	"OSullivan, Ethan"	"Fahey, Peter"
"17:35:00"	"2026-07-29"	"Galway"	"Lucy Wang (IRE)"	"7.50"	"13"	"Handicap Hurdle"	"18"	"19"	"Meyler, D"	"Mullins, Emmet"
"17:05:00"	"2026-07-29"	"Galway"	"Shoda (IRE)"	"3.00"	"4.64"	"Maiden Hurdle"	"8"	"20"	"Slevin, J J"	"OBrien, Joseph Patrick"
"17:10:00"	"2026-07-27"	"Galway"	"Witches Familiar (FR)"	"1.63"	"2.99"	"Novices Hurdle"	"1"	"11"	"Townend, P"	"Mullins, W P"
"14:12:00"	"2026-07-26"	"Uttoxeter"	"Adba (FR)"	"25.00"	"41.85"	"Hurdle"	"6"	"9"	"Kimber, Harry"	"Bramley, Faye"
"18:11:00"	"2026-07-24"	"Kilbeggan"	"Rare Times (IRE)"	"12.00"	"20"	"Handicap Hurdle"	"3"	"16"	"Mullins, D E"	"Mullins, Ms Margaret"
"17:35:00"	"2026-07-24"	"Uttoxeter"	"Georgies Lady (IRE)"	"40.00"	"76.37"	"NH Flat"	"9"	"12"	"Todd, C J"	"Dennis, David"
"17:05:00"	"2026-07-24"	"Kilbeggan"	"Baymount (IRE)"	"14.00"	"16.53"	"Maiden Hurdle"	"PU"	"15"	"Mullins, D E"	"Mullins, Anthony"
"16:30:00"	"2026-07-24"	"Kilbeggan"	"Rosarian (IRE)"	"7.00"	"11"	"Maiden Hurdle"	"2"	"15"	"Enright, P T"	"Halley, Josh"
"15:50:00"	"2026-07-24"	"Uttoxeter"	"Lady Caro (IRE)"	"22.00"	"29.6"	"Handicap Hurdle"	"11"	"16"	"Johnstone-baker, Mr Cameron"	"Lavelle, Miss E C"
"14:40:00"	"2026-07-24"	"Uttoxeter"	"Four Decades"	"33.00"	"55"	"Handicap Hurdle"	"8"	"8"	"Andrews, Jack"	"Ellis, T"
"20:05:00"	"2026-07-23"	"Wexford"	"Bredas Pearl"	"33.00"	"36"	"NH Flat"	"3"	"14"	"Buckley, Mr Finn"	"McConnell, John C"
