RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"15:20:00"	"2026-07-30"	"Galway"	"Le Coq Hardi (IRE)"	"4.00"	"5.18"	"Novices Chase"	"4"	"7"	"OKeeffe, Darragh"	"Bromhead, Henry De"
"17:12:00"	"2026-07-26"	"Uttoxeter"	"Jafimgoso"	"4.50"	"6.4"	"Handicap Hurdle"	"4"	"10"	"Skelton, Harry"	"Skelton, Daniel"
"18:46:00"	"2026-07-24"	"Kilbeggan"	"Magic Day (IRE)"	"8.00"	"10.67"	"Handicap Hurdle"	"2"	"10"	"OKeeffe, Darragh"	"Bromhead, Henry De"
"18:46:00"	"2026-07-24"	"Kilbeggan"	"Marlpark (IRE)"	"6.00"	"7.6"	"Handicap Hurdle"	"PU"	"10"	"King, D"	"Ryan, John Patrick"
"17:40:00"	"2026-07-24"	"Kilbeggan"	"Sneddy Eddie (IRE)"	"10.00"	"15.5"	"Handicap Hurdle"	"4"	"16"	"Halford, Mr J M"	"Elliott, Gordon"
"17:05:00"	"2026-07-24"	"Kilbeggan"	"Press The Button (IRE)"	"3.00"	"4.1"	"Maiden Hurdle"	"3"	"15"	"Donoghue, K M"	"Cromwell, Gavin Patrick"
"17:05:00"	"2026-07-24"	"Kilbeggan"	"Doesthatmakesense (IRE)"	"200.00"	"1000"	"Maiden Hurdle"	"10"	"15"	"OConnor, Mr T E"	"Seymour, E"
"16:30:00"	"2026-07-24"	"Kilbeggan"	"Earthwatch (IRE)"	"18.00"	"23"	"Maiden Hurdle"	"4"	"15"	"King, D"	"Hogan, Denis Gerard"
"16:25:00"	"2026-07-24"	"Uttoxeter"	"Crystal Glance"	"8.00"	"10.5"	"Handicap Hurdle"	"PU"	"10"	"Wynne, Toby"	"Greenall, O / Guerriero, J"
"14:40:00"	"2026-07-24"	"Uttoxeter"	"Castle Quarter (IRE)"	"10.00"	"13.5"	"Handicap Hurdle"	"3"	"8"	"McLernon, R P"	"Mulholland, N P"
"19:30:00"	"2026-07-23"	"Wexford"	"Glendower"	"14.00"	"17.66"	"Handicap Hurdle"	"5"	"10"	"Cody, Mr P J"	"Doyle, Eoin"
